fecha_0,valor_0
2024-11-06T15:17:11.891662927Z,28.700000762939453
2024-11-06T15:17:12.485077189Z,27.600000381469727
2024-11-06T15:17:16.472578737Z,27.700000762939453
2024-11-06T15:17:19.483429119Z,27.600000381469727
2024-11-06T15:17:22.473565125Z,27.5
2024-11-06T15:17:25.483600353Z,27.600000381469727
2024-11-06T15:17:34.480884963Z,27.700000762939453
2024-11-06T15:17:37.484393962Z,27.5
2024-11-06T15:17:46.476696054Z,27.600000381469727
2024-11-06T15:17:55.480572398Z,27.5
2024-11-06T15:18:01.507761172Z,27.600000381469727
2024-11-06T15:18:04.474515688Z,27.5
2024-11-06T15:18:10.472624416Z,27.600000381469727
2024-11-06T15:18:13.47241481Z,27.5
2024-11-06T15:18:16.517561306Z,27.600000381469727
2024-11-06T15:18:19.607539189Z,27.5
2024-11-06T15:18:31.538213421Z,27.600000381469727
2024-11-06T15:18:40.468518928Z,27.5
2024-11-06T15:18:52.465460558Z,27.600000381469727
2024-11-06T15:18:55.477748403Z,27.5
2024-11-06T15:18:58.479626074Z,27.600000381469727
2024-11-06T15:19:01.495271291Z,27.5
2024-11-06T15:19:16.457723859Z,27.600000381469727
2024-11-06T15:19:19.458914386Z,27.5
2024-11-06T15:19:22.458520712Z,27.600000381469727
2024-11-06T15:19:25.45872717Z,27.5
2024-11-06T15:19:28.460509638Z,27.600000381469727
2024-11-06T15:19:31.51829937Z,27.5
2024-11-06T15:19:58.523256748Z,27.600000381469727
2024-11-06T15:20:04.533884639Z,27.5
2024-11-06T15:20:19.552743942Z,27.600000381469727
2024-11-06T15:20:44.066348903Z,27.5
2024-11-06T15:20:59.169562049Z,27.399999618530277
2024-11-06T15:21:02.230088271Z,27.5
2024-11-06T15:21:10.42954105Z,27.399999618530277
2024-11-06T15:21:36.800163581Z,27.5
2024-11-06T15:21:39.709201447Z,27.399999618530277
2024-11-06T15:22:45.029005073Z,27.299999237060547
2024-11-06T15:22:51.139105642Z,27.399999618530277
2024-11-06T15:22:57.187257528Z,27.299999237060547
2024-11-06T15:23:00.029590207Z,27.399999618530277
2024-11-06T15:23:06.068800255Z,27.299999237060547
2024-11-06T15:23:09.038659403Z,27.399999618530277
2024-11-06T15:23:12.015121358Z,27.299999237060547
2024-11-06T15:24:17.638031841Z,27.399999618530277
2024-11-06T15:24:20.637344797Z,27.299999237060547
2024-11-06T15:24:26.657184768Z,27.399999618530277
2024-11-06T15:24:29.637412855Z,27.299999237060547
2024-11-06T15:24:38.637439342Z,27.399999618530277
2024-11-06T15:24:41.63719181Z,27.299999237060547
2024-11-06T15:24:55.567814243Z,27.200000762939453
2024-11-06T15:24:56.148097695Z,27.299999237060547
2024-11-06T15:25:17.117732884Z,27.200000762939453
2024-11-06T15:25:20.110352789Z,27.299999237060547
2024-11-06T15:25:26.125538371Z,27.399999618530277
2024-11-06T15:25:29.117979972Z,27.299999237060547
2024-11-06T15:25:35.125975369Z,27.399999618530277
2024-11-06T15:25:38.162096639Z,27.299999237060547
2024-11-06T15:26:08.158768993Z,27.200000762939453
2024-11-06T15:26:11.165728459Z,27.299999237060547
2024-11-06T15:26:14.117179117Z,27.200000762939453
2024-11-06T15:26:17.109643873Z,27.299999237060547
2024-11-06T15:26:20.11878586Z,27.200000762939453
2024-11-06T15:26:23.119858396Z,27.299999237060547
2024-11-06T15:26:26.150090129Z,27.200000762939453
2024-11-06T15:26:32.117551577Z,27.299999237060547
2024-11-06T15:26:35.09382991Z,27.200000762939453
2024-11-06T15:26:38.185918072Z,27.299999237060547
2024-11-06T15:26:41.117354262Z,27.200000762939453
2024-11-06T15:27:05.100161453Z,27.299999237060547
2024-11-06T15:27:08.099563556Z,27.100000381469727
2024-11-06T15:27:11.097266116Z,27.200000762939453
2024-11-06T15:27:14.097743079Z,27.299999237060547
2024-11-06T15:27:17.117654718Z,27.200000762939453
2024-11-06T15:27:38.089430227Z,27.100000381469727
2024-11-06T15:27:41.098745879Z,27.200000762939453
2024-11-06T15:27:53.118256861Z,27.100000381469727
2024-11-06T15:27:56.185412829Z,27.200000762939453
2024-11-06T15:27:59.117929371Z,27.100000381469727
2024-11-06T15:28:02.097506974Z,27.200000762939453
2024-11-06T15:28:14.107245348Z,27.100000381469727
2024-11-06T15:28:20.118427003Z,27.299999237060547
2024-11-06T15:28:23.117362323Z,27.100000381469727
2024-11-06T15:28:32.11862642Z,27.200000762939453
2024-11-06T15:28:35.120093487Z,27.100000381469727
2024-11-06T15:28:38.097287141Z,27.200000762939453
2024-11-06T15:28:41.118753379Z,27.100000381469727
2024-11-06T15:28:47.127107321Z,27.200000762939453
2024-11-06T15:28:59.117963634Z,27.100000381469727
2024-11-06T15:29:05.125680316Z,27.200000762939453
2024-11-06T15:29:08.118246123Z,27.100000381469727
2024-11-06T15:29:14.097568707Z,27.200000762939453
2024-11-06T15:29:20.117974956Z,27.100000381469727
2024-11-06T15:29:29.101424267Z,27.200000762939453
2024-11-06T15:29:41.12075598Z,27.100000381469727
2024-11-06T15:29:53.113549923Z,27.200000762939453
2024-11-06T15:29:56.203397212Z,27.100000381469727
2024-11-06T15:29:59.127110798Z,27.0
2024-11-06T15:30:02.12037336Z,27.100000381469727
2024-11-06T15:30:08.099867185Z,27.0
2024-11-06T15:30:11.118563975Z,27.100000381469727
2024-11-06T15:30:32.186991739Z,27.200000762939453
2024-11-06T15:30:35.118381891Z,27.100000381469727
2024-11-06T15:30:38.118740411Z,27.0
2024-11-06T15:30:41.146760076Z,27.100000381469727
2024-11-06T15:31:02.122441026Z,27.0
2024-11-06T15:31:08.122036759Z,27.100000381469727
2024-11-06T15:31:11.098751777Z,27.0
2024-11-06T15:31:17.081631072Z,27.100000381469727
2024-11-06T15:31:26.109729412Z,27.0
2024-11-06T15:31:32.234474372Z,27.100000381469727
2024-11-06T15:31:44.097703074Z,27.0
2024-11-06T15:31:47.097926439Z,27.100000381469727
2024-11-06T15:31:59.102293034Z,27.200000762939453
2024-11-06T15:32:02.097723942Z,27.100000381469727
2024-11-06T15:32:08.088072509Z,27.0
2024-11-06T15:32:11.117464379Z,27.100000381469727
2024-11-06T15:32:14.117954341Z,27.200000762939453
2024-11-06T15:32:17.125510644Z,27.100000381469727
2024-11-06T15:32:20.098302941Z,27.200000762939453
2024-11-06T15:32:23.090198092Z,27.0
2024-11-06T15:32:29.082105158Z,27.100000381469727
2024-11-06T15:32:35.098722007Z,27.0
2024-11-06T15:32:38.125729398Z,27.100000381469727
2024-11-06T15:32:41.105530796Z,27.0
2024-11-06T15:32:44.09766299Z,27.100000381469727
2024-11-06T15:32:47.08677175Z,27.0
2024-11-06T15:32:50.102352128Z,27.100000381469727
2024-11-06T15:32:59.101502698Z,27.200000762939453
2024-11-06T15:33:02.102568434Z,27.0
2024-11-06T15:33:05.111401869Z,27.100000381469727
2024-11-06T15:33:11.10592782Z,27.0
2024-11-06T15:33:14.080477713Z,27.100000381469727
2024-11-06T15:33:17.086449551Z,27.0
2024-11-06T15:33:20.187507131Z,27.100000381469727
2024-11-06T15:33:23.113696654Z,27.0
2024-11-06T15:33:29.09817631Z,27.100000381469727
2024-11-06T15:33:32.129134114Z,27.0
2024-11-06T15:33:35.12358618Z,27.100000381469727
2024-11-06T15:33:38.112465183Z,27.0
2024-11-06T15:33:41.103021605Z,27.100000381469727
2024-11-06T15:33:44.110310317Z,27.0
2024-11-06T15:33:47.111547315Z,27.100000381469727
2024-11-06T15:33:50.238073446Z,27.0
2024-11-06T15:33:56.143635121Z,27.100000381469727
2024-11-06T15:33:59.143709829Z,27.0
2024-11-06T15:34:09.229474554Z,26.899999618530277
2024-11-06T15:34:11.765968872Z,27.100000381469727
2024-11-06T15:34:14.30257694Z,27.0
2024-11-06T15:34:16.830610193Z,27.100000381469727
2024-11-06T15:34:19.358469012Z,27.0
2024-11-06T15:34:21.883823898Z,27.100000381469727
2024-11-06T15:34:24.414385988Z,27.0
2024-11-06T15:34:27.006625854Z,27.100000381469727
2024-11-06T15:34:29.498160972Z,27.0
2024-11-06T15:34:37.131329286Z,26.899999618530277
2024-11-06T15:34:39.870823045Z,27.0
2024-11-06T15:34:45.050586292Z,27.100000381469727
2024-11-06T15:34:46.590887929Z,27.0
2024-11-06T15:35:01.766539257Z,27.0
2024-11-06T15:35:10.418855095Z,27.100000381469727
2024-11-06T15:35:19.417298756Z,27.0
2024-11-06T15:35:22.416295441Z,27.100000381469727
2024-11-06T15:35:25.4157916Z,27.0
2024-11-06T15:35:28.416899396Z,27.100000381469727
2024-11-06T15:35:31.419253676Z,27.0
2024-11-06T15:35:37.419193142Z,27.100000381469727
2024-11-06T15:35:40.420369181Z,27.0
2024-11-06T15:35:46.417500528Z,27.100000381469727
2024-11-06T15:35:55.415398957Z,27.0
2024-11-06T15:35:58.416510582Z,27.100000381469727
2024-11-06T15:36:01.417076924Z,27.0
2024-11-06T15:36:07.468520216Z,27.100000381469727
2024-11-06T15:36:13.420617366Z,27.0
2024-11-06T15:36:31.429749151Z,27.100000381469727
2024-11-06T15:36:34.41432429Z,27.0
2024-11-06T15:36:37.415804028Z,27.100000381469727
2024-11-06T15:36:40.420196496Z,27.0
2024-11-06T15:36:55.420408191Z,27.100000381469727
2024-11-06T15:37:01.416310748Z,27.0
2024-11-06T15:37:07.417400915Z,27.100000381469727
2024-11-06T15:37:16.413687531Z,27.0
2024-11-06T15:37:19.413886266Z,27.100000381469727
2024-11-06T15:37:22.425709668Z,27.0
2024-11-06T15:37:25.417958085Z,27.100000381469727
2024-11-06T15:37:31.413619576Z,27.0
2024-11-06T15:37:34.420959096Z,27.100000381469727
2024-11-06T15:37:43.414451446Z,27.0
2024-11-06T15:37:55.412385898Z,27.100000381469727
2024-11-06T15:38:07.412203547Z,27.0
2024-11-06T15:38:10.422171871Z,27.100000381469727
